from, to, demand
40, 134, 405
40, 135, 665
40, 136, 627
40, 137, 670
40, 138, 547
40, 139, 491
40, 140, 470
40, 141, 463
40, 142, 450
40, 143, 469
40, 144, 480
40, 145, 514
40, 146, 413
40, 147, 340
40, 148, 322
40, 149, 418
40, 150, 587
40, 151, 647
40, 152, 397
40, 153, 565
40, 154, 359
40, 155, 480
40, 156, 700
40, 157, 689
40, 158, 652
40, 159, 639
40, 160, 616
40, 161, 591
40, 162, 566
40, 163, 545
40, 164, 538
40, 165, 506
40, 166, 345
40, 167, 358
40, 168, 463
40, 169, 590
40, 170, 413
40, 171, 602
40, 172, 452
40, 173, 690
40, 174, 652
40, 175, 638
40, 176, 615
40, 177, 590
40, 178, 296
40, 179, 334
40, 180, 317
40, 181, 248
40, 182, 210
40, 183, 193
40, 184, 169
40, 185, 685
40, 186, 602
40, 187, 456
40, 188, 323
40, 189, 319
40, 190, 602
40, 191, 602
41, 1, 679
41, 2, 608
41, 3, 606
41, 4, 708
41, 5, 810
41, 6, 841
41, 7, 720
41, 8, 755
41, 9, 786
41, 10, 739
41, 11, 713
41, 12, 619
41, 13, 702
41, 14, 718
41, 15, 499
41, 16, 499
41, 17, 412
41, 18, 353
41, 19, 535
41, 20, 544
41, 21, 671
41, 22, 754
41, 23, 786
41, 24, 750
41, 25, 839
41, 26, 678
41, 27, 704
41, 28, 693
41, 29, 719
41, 30, 761
41, 31, 859
41, 32, 726
41, 33, 686
41, 34, 730
41, 35, 678
41, 36, 626
41, 37, 593
41, 38, 568
41, 39, 530
41, 40, 505
41, 42, 690
41, 43, 294
41, 44, 316
41, 45, 340
41, 46, 410
41, 47, 435
41, 48, 611
41, 49, 655
41, 50, 632
41, 51, 648
41, 52, 631
41, 53, 623
41, 54, 588
41, 55, 503
41, 56, 658
41, 57, 492
41, 58, 649
41, 59, 650
41, 60, 622
41, 61, 590
41, 62, 545
41, 63, 529
41, 64, 487
41, 65, 461
41, 66, 588
41, 67, 853
41, 68, 554
41, 69, 860
41, 70, 548
41, 71, 773
41, 72, 771
41, 73, 585
41, 74, 629
41, 75, 575
41, 76, 536
41, 77, 459
41, 78, 475
41, 79, 508
41, 80, 552
41, 81, 580
41, 82, 547
41, 83, 563
41, 84, 546
41, 85, 528
41, 86, 540
41, 87, 520
41, 88, 556
41, 89, 507
41, 90, 465
41, 91, 542
41, 92, 601
41, 93, 550
41, 94, 429
41, 95, 526
41, 96, 743
41, 97, 314
41, 98, 319
41, 99, 328
41, 100, 352
41, 101, 448
41, 102, 489
41, 103, 497
41, 104, 666
41, 105, 679
41, 106, 244
41, 107, 232
41, 108, 244
41, 109, 228
41, 110, 501
41, 111, 547
41, 112, 515
41, 113, 483
41, 114, 501
41, 115, 520
41, 116, 709
41, 117, 707
41, 118, 601
41, 119, 252
41, 120, 537
41, 121, 675
41, 122, 520
41, 123, 508
41, 124, 644
41, 125, 616
41, 126, 543
41, 127, 414
41, 128, 452
41, 129, 419
41, 130, 750
41, 131, 686
41, 132, 596
41, 133, 325
41, 134, 356
41, 135, 739
41, 136, 779
41, 137, 745
41, 138, 576
41, 139, 457
41, 140, 429
41, 141, 418
41, 142, 409
41, 143, 422
41, 144, 446
41, 145, 580
41, 146, 519
41, 147, 452
41, 148, 418
41, 149, 392
41, 150, 633
41, 151, 845
41, 152, 480
41, 153, 560
41, 154, 476
41, 155, 595
41, 156, 845
41, 157, 813
41, 158, 735
41, 159, 708
41, 160, 682
41, 161, 647
41, 162, 606
41, 163, 590
41, 164, 576
41, 165, 535
41, 166, 308
41, 167, 320
41, 168, 415
41, 169, 736
41, 170, 343
41, 171, 647
41, 172, 439
41, 173, 813
41, 174, 735
41, 175, 707
41, 176, 681
41, 177, 645
41, 178, 260
41, 179, 269
41, 180, 250
41, 181, 368
41, 182, 310
41, 183, 287
41, 184, 252
41, 185, 792
41, 186, 645
41, 187, 442
41, 188, 549
41, 189, 506
41, 190, 737
41, 191, 738
42, 1, 398
42, 2, 410
42, 3, 395
42, 4, 521
42, 5, 626
42, 6, 526
42, 7, 544
42, 8, 589
42, 9, 606
42, 10, 627
42, 11, 653
42, 12, 561
42, 13, 659
42, 14, 666
42, 15, 634
42, 16, 596
42, 17, 588
42, 18, 535
42, 19, 618
42, 20, 620
42, 21, 617
42, 22, 569
42, 23, 576
42, 24, 624
42, 25, 525
42, 26, 659
42, 27, 355
42, 28, 522
42, 29, 489
42, 30, 544
42, 31, 503
42, 32, 672
42, 33, 652
42, 34, 599
42, 35, 615
42, 36, 614
42, 37, 607
42, 38, 552
42, 39, 460
42, 40, 533
42, 41, 690
42, 43, 504
42, 44, 525
42, 45, 546
42, 46, 572
42, 47, 591
42, 48, 494
42, 49, 488
42, 50, 535
42, 51, 439
42, 52, 482
42, 53, 496
42, 54, 588
42, 55, 582
42, 56, 548
42, 57, 514
42, 58, 595
42, 59, 619
42, 60, 612
42, 61, 598
42, 62, 577
42, 63, 568
42, 64, 547
42, 65, 531
42, 66, 589
42, 67, 547
42, 68, 601
42, 69, 583
42, 70, 625
42, 71, 590
42, 72, 542
42, 73, 467
42, 74, 554
42, 75, 524
42, 76, 497
42, 77, 92
42, 78, 106
42, 79, 114
42, 80, 123
42, 81, 545
42, 82, 627
42, 83, 491
42, 84, 485
42, 85, 490
42, 86, 589
42, 87, 403
42, 88, 657
42, 89, 420
42, 90, 322
42, 91, 610
42, 92, 639
42, 93, 639
42, 94, 662
42, 95, 528
42, 96, 606
42, 97, 399
42, 98, 475
42, 99, 418
42, 100, 424
42, 101, 81
42, 102, 164
42, 103, 427
42, 104, 611
42, 105, 623
42, 106, 461
42, 107, 441
42, 108, 429
42, 109, 416
42, 110, 518
42, 111, 620
42, 112, 512
42, 113, 496
42, 114, 487
42, 115, 337
42, 116, 671
42, 117, 512
42, 118, 606
42, 119, 464
42, 120, 581
42, 121, 559
42, 122, 447
42, 123, 361
42, 124, 394
42, 125, 573
42, 126, 384
42, 127, 100
42, 128, 82
42, 129, 104
42, 130, 646
42, 131, 592
42, 132, 536
42, 133, 463
42, 134, 437
42, 135, 624
42, 136, 640
42, 137, 625
42, 138, 524
42, 139, 510
42, 140, 493
42, 141, 485
42, 142, 480
42, 143, 492
42, 144, 503
42, 145, 517
42, 146, 486
42, 147, 441
42, 148, 430
42, 149, 293
42, 150, 558
42, 151, 539
42, 152, 439
42, 153, 726
42, 154, 351
42, 155, 656
42, 156, 583
42, 157, 573
42, 158, 502
42, 159, 487
42, 160, 513
42, 161, 437
42, 162, 369
42, 163, 363
42, 164, 378
42, 165, 390
42, 166, 300
42, 167, 282
42, 168, 575
42, 169, 675
42, 170, 511
42, 171, 509
42, 172, 432
42, 173, 573
42, 174, 501
42, 175, 492
42, 176, 514
42, 177, 438
42, 178, 229
42, 179, 489
42, 180, 432
42, 181, 482
42, 182, 436
42, 183, 418
42, 184, 383
42, 185, 632
42, 186, 508
42, 187, 435
42, 188, 600
42, 189, 581
42, 190, 595
42, 191, 595
43, 1, 436
43, 2, 450
43, 3, 442
43, 4, 449
43, 5, 543
43, 6, 536
43, 7, 551
43, 8, 460
43, 9, 437
43, 10, 330
43, 11, 362
43, 12, 199
43, 13, 207
43, 14, 151
43, 15, 103
43, 16, 67
43, 17, 78
43, 18, 53
43, 19, 198
43, 20, 201
43, 21, 274
43, 22, 259
43, 23, 373
43, 24, 399
43, 25, 535
43, 26, 530
43, 27, 534
43, 28, 517
43, 29, 521
43, 30, 506
43, 31, 461
43, 32, 282
43, 33, 224
43, 34, 289
43, 35, 222
43, 36, 296
43, 37, 298
43, 38, 304
43, 39, 303
43, 40, 369
43, 41, 294
43, 42, 504
43, 44, 70
43, 45, 74
43, 46, 79
43, 47, 33
43, 48, 348
43, 49, 374
43, 50, 341
43, 51, 437
43, 52, 413
43, 53, 370
43, 54, 303
43, 55, 294
43, 56, 340
43, 57, 333
43, 58, 307
43, 59, 324
43, 60, 340
43, 61, 339
43, 62, 386
43, 63, 382
43, 64, 371
43, 65, 313
43, 66, 302
43, 67, 334
43, 68, 277
43, 69, 290
43, 70, 233
43, 71, 296
43, 72, 328
43, 73, 328
43, 74, 373
43, 75, 363
43, 76, 357
43, 77, 340
43, 78, 349
43, 79, 421
43, 80, 446
43, 81, 307
43, 82, 328
43, 83, 332
43, 84, 319
43, 85, 303
43, 86, 319
43, 87, 337
43, 88, 366
43, 89, 354
43, 90, 337
43, 91, 304
43, 92, 251
43, 93, 210
43, 94, 127
43, 95, 77
43, 96, 274
43, 97, 120
43, 98, 115
43, 99, 120
43, 100, 24
43, 101, 297
43, 102, 406
43, 103, 410
43, 104, 312
43, 105, 316
43, 106, 54
43, 107, 54
43, 108, 99
43, 109, 107
43, 110, 301
43, 111, 328
43, 112, 318
43, 113, 313
43, 114, 317
43, 115, 346
43, 116, 265
43, 117, 532
43, 118, 182
43, 119, 71
43, 120, 238
43, 121, 334
43, 122, 418
43, 123, 413
43, 124, 433
43, 125, 406
43, 126, 426
43, 127, 311
43, 128, 390
43, 129, 314
43, 130, 387
43, 131, 120
43, 132, 90
43, 133, 95
43, 134, 100
43, 135, 183
43, 136, 315
43, 137, 185
43, 138, 90
43, 139, 88
43, 140, 33
43, 141, 29
43, 142, 38
43, 143, 107
43, 144, 109
43, 145, 359
43, 146, 344
43, 147, 324
43, 148, 314
43, 149, 257
43, 150, 90
43, 151, 479
43, 152, 329
43, 153, 231
43, 154, 341
43, 155, 316
43, 156, 407
43, 157, 411
43, 158, 405
43, 159, 402
43, 160, 401
43, 161, 399
43, 162, 391
43, 163, 374
43, 164, 373
43, 165, 352
43, 166, 214
43, 167, 218
43, 168, -11
43, 169, 266
43, 170, 85
43, 171, 333
43, 172, 75
43, 173, 411
43, 174, 406
43, 175, 403
43, 176, 401
43, 177, 399
43, 178, 120
43, 179, 159
43, 180, 63
43, 181, 264
43, 182, 237
43, 183, 224
43, 184, 201
43, 185, 342
43, 186, 220
43, 187, 78
43, 188, 367
43, 189, 308
43, 190, 278
43, 191, 278
44, 1, 461
44, 2, 473
44, 3, 468
44, 4, 475
44, 5, 578
44, 6, 573
44, 7, 587
44, 8, 482
44, 9, 478
44, 10, 361
44, 11, 403
44, 12, 220
44, 13, 239
44, 14, 174
44, 15, 126
44, 16, 77
44, 17, 93
44, 18, 62
44, 19, 140
44, 20, 221
44, 21, 297
44, 22, 280
44, 23, 405
44, 24, 444
44, 25, 574
44, 26, 552
44, 27, 560
44, 28, 547
44, 29, 553
44, 30, 542
44, 31, 501
44, 32, 313
44, 33, 246
44, 34, 313
44, 35, 241
44, 36, 315
44, 37, 319
44, 38, 323
44, 39, 321
44, 40, 394
44, 41, 316
44, 42, 525
44, 43, 70
44, 45, 102
44, 46, 89
44, 47, 99
44, 48, 373
44, 49, 398
44, 50, 360
44, 51, 458
44, 52, 436
44, 53, 393
44, 54, 322
44, 55, 316
44, 56, 355
44, 57, 359
44, 58, 332
44, 59, 345
44, 60, 362
44, 61, 360
44, 62, 410
44, 63, 402
44, 64, 389
44, 65, 376
44, 66, 322
44, 67, 360
44, 68, 298
44, 69, 313
44, 70, 252
44, 71, 319
44, 72, 352
44, 73, 349
44, 74, 395
44, 75, 388
44, 76, 377
44, 77, 409
44, 78, 420
44, 79, 440
44, 80, 465
44, 81, 328
44, 82, 348
44, 83, 353
44, 84, 337
44, 85, 321
44, 86, 337
44, 87, 354
44, 88, 384
44, 89, 374
44, 90, 355
44, 91, 321
44, 92, 275
44, 93, 150
44, 94, 143
44, 95, 76
44, 96, 310
44, 97, 126
44, 98, 116
44, 99, 125
44, 100, 133
44, 101, 394
44, 102, 422
44, 103, 426
44, 104, 342
44, 105, 347
44, 106, 44
44, 107, 54
44, 108, 113
44, 109, 111
44, 110, 319
44, 111, 346
44, 112, 336
44, 113, 329
44, 114, 338
44, 115, 362
44, 116, 301
44, 117, 560
44, 118, 195
44, 119, 79
44, 120, 256
44, 121, 359
44, 122, 436
44, 123, 430
44, 124, 456
44, 125, 429
44, 126, 446
44, 127, 319
44, 128, 403
44, 129, 383
44, 130, 428
44, 131, 125
44, 132, 96
44, 133, 98
44, 134, 104
44, 135, 197
44, 136, 340
44, 137, 201
44, 138, 94
44, 139, 94
44, 140, 27
44, 141, 25
44, 142, 36
44, 143, 112
44, 144, 119
44, 145, 381
44, 146, 359
44, 147, 338
44, 148, 327
44, 149, 266
44, 150, 93
44, 151, 517
44, 152, 344
44, 153, 252
44, 154, 356
44, 155, 338
44, 156, 444
44, 157, 446
44, 158, 436
44, 159, 431
44, 160, 427
44, 161, 424
44, 162, 415
44, 163, 392
44, 164, 390
44, 165, 371
44, 166, 146
44, 167, 149
44, 168, 39
44, 169, 293
44, 170, 98
44, 171, 358
44, 172, 73
44, 173, 445
44, 174, 436
44, 175, 432
44, 176, 428
44, 177, 424
44, 178, 127
44, 179, 84
44, 180, 66
44, 181, 275
44, 182, 246
44, 183, 232
44, 184, 207
44, 185, 216
44, 186, 362
44, 187, 75
44, 188, 329
44, 189, 326
44, 190, 299
44, 191, 299
45, 1, 478
45, 2, 495
45, 3, 491
45, 4, 501
45, 5, 616
45, 6, 615
45, 7, 625
45, 8, 510
45, 9, 521
45, 10, 394
45, 11, 442
45, 12, 250
45, 13, 275
45, 14, 205
45, 15, 138
45, 16, 110
45, 17, 120
45, 18, 83
45, 19, 246
45, 20, 248
45, 21, 327
45, 22, 304
45, 23, 438
45, 24, 482
45, 25, 614
45, 26, 538
45, 27, 585
45, 28, 578
45, 29, 585
45, 30, 577
45, 31, 536
45, 32, 338
45, 33, 280
45, 34, 340
45, 35, 267
45, 36, 328
45, 37, 338
45, 38, 341
45, 39, 338
45, 40, 410
45, 41, 340
45, 42, 546
45, 43, 74
45, 44, 102
45, 46, 98
45, 47, 104
45, 48, 391
45, 49, 415
45, 50, 378
45, 51, 475
45, 52, 453
45, 53, 413
45, 54, 339
45, 55, 335
45, 56, 376
45, 57, 372
45, 58, 358
45, 59, 438
45, 60, 450
45, 61, 441
45, 62, 429
45, 63, 422
45, 64, 406
45, 65, 390
45, 66, 339
45, 67, 383
45, 68, 319
45, 69, 334
45, 70, 275
45, 71, 339
45, 72, 378
45, 73, 366
45, 74, 418
45, 75, 405
45, 76, 393
45, 77, 421
45, 78, 432
45, 79, 452
45, 80, 480
45, 81, 346
45, 82, 364
45, 83, 367
45, 84, 353
45, 85, 333
45, 86, 351
45, 87, 369
45, 88, 398
45, 89, 386
45, 90, 365
45, 91, 336
45, 92, 293
45, 93, 260
45, 94, 160
45, 95, 81
45, 96, 346
45, 97, 129
45, 98, 109
45, 99, 126
45, 100, 132
45, 101, 407
45, 102, 433
45, 103, 441
45, 104, 371
45, 105, 375
45, 106, 140
45, 107, 51
45, 108, 124
45, 109, 117
45, 110, 332
45, 111, 365
45, 112, 351
45, 113, 341
45, 114, 351
45, 115, 374
45, 116, 335
45, 117, 584
45, 118, 201
45, 119, 68
45, 120, 273
45, 121, 381
45, 122, 451
45, 123, 443
45, 124, 473
45, 125, 447
45, 126, 461
45, 127, 326
45, 128, 412
45, 129, 393
45, 130, 462
45, 131, 129
45, 132, 97
45, 133, 99
45, 134, 107
45, 135, 210
45, 136, 365
45, 137, 213
45, 138, 95
45, 139, 92
45, 140, 25
45, 141, 20
45, 142, 30
45, 143, 119
45, 144, 136
45, 145, 399
45, 146, 376
45, 147, 351
45, 148, 340
45, 149, 325
45, 150, 96
45, 151, 549
45, 152, 359
45, 153, 275
45, 154, 371
45, 155, 356
45, 156, 478
45, 157, 478
45, 158, 463
45, 159, 455
45, 160, 451
45, 161, 445
45, 162, 432
45, 163, 409
45, 164, 410
45, 165, 386
45, 166, 149
45, 167, 152
45, 168, 21
45, 169, 319
45, 170, 168
45, 171, 238
45, 172, 72
45, 173, 478
45, 174, 463
45, 175, 456
45, 176, 450
45, 177, 445
45, 178, 130
45, 179, 79
45, 180, 63
45, 181, 284
45, 182, 250
45, 183, 237
45, 184, 212
45, 185, 235
45, 186, 247
45, 187, 76
45, 188, 406
45, 189, 338
45, 190, 322
45, 191, 321
46, 1, 503
46, 2, 527
46, 3, 521
46, 4, 535
46, 5, 664
46, 6, 669
46, 7, 676
46, 8, 557
46, 9, 576
46, 10, 434
46, 11, 492
46, 12, 295
46, 13, 336
46, 14, 259
46, 15, 281
46, 16, 237
46, 17, 336
46, 18, 231
46, 19, 339
46, 20, 347
46, 21, 437
46, 22, 407
46, 23, 583
46, 24, 541
46, 25, 669
46, 26, 564
46, 27, 617
46, 28, 613
46, 29, 626
46, 30, 625
46, 31, 584
46, 32, 373
46, 33, 428
46, 34, 455
46, 35, 490
46, 36, 476
46, 37, 471
46, 38, 468
46, 39, 453
46, 40, 459
46, 41, 410
46, 42, 572
46, 43, 79
46, 44, 89
46, 45, 98
46, 47, 125
46, 48, 639
46, 49, 557
46, 50, 429
46, 51, 582
46, 52, 594
46, 53, 460
46, 54, 395
46, 55, 385
46, 56, 427
46, 57, 418
46, 58, 437
46, 59, 501
46, 60, 503
46, 61, 493
46, 62, 478
46, 63, 466
46, 64, 443
46, 65, 430
46, 66, 391
46, 67, 441
46, 68, 383
46, 69, 397
46, 70, 375
46, 71, 399
46, 72, 433
46, 73, 420
46, 74, 462
46, 75, 449
46, 76, 431
46, 77, 461
46, 78, 475
46, 79, 500
46, 80, 533
46, 81, 398
46, 82, 415
46, 83, 409
46, 84, 395
46, 85, 378
46, 86, 395
46, 87, 403
46, 88, 438
46, 89, 422
46, 90, 397
46, 91, 384
46, 92, 358
46, 93, 361
46, 94, 276
46, 95, 117
46, 96, 403
46, 97, 128
46, 98, 141
46, 99, 145
46, 100, 155
46, 101, 421
46, 102, 448
46, 103, 459
46, 104, 461
46, 105, 449
46, 106, 48
46, 107, 58
46, 108, 118
46, 109, 112
46, 110, 376
46, 111, 416
46, 112, 397
46, 113, 386
46, 114, 392
46, 115, 418
46, 116, 388
46, 117, 615
46, 118, 457
46, 119, 108
46, 120, 365
46, 121, 436
46, 122, 472
46, 123, 465
46, 124, 498
46, 125, 476
46, 126, 485
46, 127, 415
46, 128, 448
46, 129, 421
46, 130, 511
46, 131, 134
46, 132, 94
46, 133, 98
46, 134, 103
46, 135, 219
46, 136, 403
46, 137, 224
46, 138, 92
46, 139, 137
46, 140, 46
46, 141, 16
46, 142, 26
46, 143, 137
46, 144, 141
46, 145, 443
46, 146, 419
46, 147, 386
46, 148, 371
46, 149, 335
46, 150, 93
46, 151, 594
46, 152, 400
46, 153, 383
46, 154, 402
46, 155, 415
46, 156, 527
46, 157, 524
46, 158, 502
46, 159, 492
46, 160, 487
46, 161, 476
46, 162, 459
46, 163, 436
46, 164, 431
46, 165, 405
46, 166, 151
46, 167, 157
46, 168, 32
46, 169, 368
46, 170, 95
46, 171, 253
46, 172, 69
46, 173, 523
46, 174, 502
46, 175, 492
46, 176, 486
46, 177, 475
46, 178, 198
46, 179, 76
46, 180, 56
46, 181, 364
46, 182, 320
46, 183, 300
46, 184, 271
46, 185, 441
46, 186, 262
46, 187, 73
46, 188, 466
46, 189, 454
46, 190, 396
46, 191, 396
47, 1, 525
47, 2, 547
47, 3, 543
47, 4, 560
47, 5, 695
47, 6, 709
47, 7, 707
47, 8, 594
47, 9, 616
47, 10, 463
47, 11, 534
47, 12, 320
47, 13, 384
47, 14, 328
47, 15, 348
47, 16, 346
47, 17, 416
47, 18, 260
47, 19, 362
47, 20, 369
47, 21, 462
47, 22, 430
47, 23, 620
47, 24, 585
47, 25, 707
47, 26, 584
47, 27, 641
47, 28, 636
47, 29, 652
47, 30, 660
47, 31, 621
47, 32, 404
47, 33, 459
47, 34, 478
47, 35, 520
47, 36, 504
47, 37, 501
47, 38, 490
47, 39, 476
47, 40, 475
47, 41, 435
47, 42, 591
47, 43, 33
47, 44, 99
47, 45, 104
47, 46, 125
47, 48, 672
47, 49, 582
47, 50, 444
47, 51, 603
47, 52, 617
47, 53, 478
47, 54, 411
47, 55, 405
47, 56, 448
47, 57, 434
47, 58, 458
47, 59, 529
47, 60, 527
47, 61, 516
47, 62, 495
47, 63, 482
47, 64, 458
47, 65, 442
47, 66, 407
47, 67, 463
47, 68, 402
47, 69, 418
47, 70, 402
47, 71, 423
47, 72, 456
47, 73, 439
47, 74, 482
47, 75, 464
47, 76, 445
47, 77, 472
47, 78, 486
47, 79, 515
47, 80, 552
47, 81, 418
47, 82, 431
47, 83, 421
47, 84, 407
47, 85, 391
47, 86, 403
47, 87, 418
47, 88, 451
47, 89, 435
47, 90, 407
47, 91, 398
47, 92, 377
47, 93, 409
47, 94, 313
47, 95, 191
47, 96, 454
47, 97, 128
47, 98, 141
47, 99, 151
47, 100, 168
47, 101, 429
47, 102, 463
47, 103, 470
47, 104, 507
47, 105, 483
47, 106, 67
47, 107, 68
47, 108, 119
47, 109, 120
47, 110, 385
47, 111, 429
47, 112, 413
47, 113, 399
47, 114, 406
47, 115, 432
47, 116, 443
47, 117, 639
47, 118, 483
47, 119, 119
47, 120, 393
47, 121, 457
47, 122, 488
47, 123, 480
47, 124, 514
47, 125, 493
47, 126, 503
47, 127, 424
47, 128, 461
47, 129, 431
47, 130, 557
47, 131, 134
47, 132, 89
47, 133, 97
47, 134, 108
47, 135, 233
47, 136, 426
47, 137, 236
47, 138, 89
47, 139, 213
47, 140, 90
47, 141, -38
47, 142, 22
47, 143, 121
47, 144, 242
47, 145, 462
47, 146, 430
47, 147, 396
47, 148, 380
47, 149, 344
47, 150, 91
47, 151, 631
47, 152, 412
47, 153, 414
47, 154, 408
47, 155, 429
47, 156, 558
47, 157, 556
47, 158, 529
47, 159, 518
47, 160, 508
47, 161, 500
47, 162, 484
47, 163, 454
47, 164, 446
47, 165, 421
47, 166, 151
47, 167, 154
47, 168, -13
47, 169, 402
47, 170, 109
47, 171, 269
47, 172, 66
47, 173, 555
47, 174, 529
47, 175, 518
47, 176, 508
47, 177, 499
47, 178, 200
47, 179, 70
47, 180, 62
47, 181, 371
47, 182, 325
47, 183, 304
47, 184, 273
47, 185, 470
47, 186, 274
47, 187, 69
47, 188, 487
47, 189, 472
47, 190, 424
47, 191, 424
48, 1, 617
48, 2, 688
48, 3, 690
48, 4, 543
48, 5, 419
48, 6, 251
48, 7, 255
48, 8, 562
48, 9, 651
48, 10, 705
48, 11, 735
48, 12, 558
48, 13, 706
48, 14, 719
48, 15, 661
48, 16, 455
48, 17, 444
48, 18, 438
48, 19, 599
48, 20, 593
48, 21, 579
48, 22, 407
48, 23, 381
48, 24, 683
48, 25, 229
48, 26, 521
48, 27, 522
48, 28, 455
48, 29, 468
48, 30, 138
48, 31, 436
48, 32, 808
48, 33, 716
48, 34, 554
48, 35, 589
48, 36, 622
48, 37, 602
48, 38, 583
48, 39, 390
48, 40, 510
48, 41, 611
48, 42, 494
48, 43, 348
48, 44, 373
48, 45, 391
48, 46, 639
48, 47, 672
48, 49, 560
48, 50, 1057
48, 51, 555
48, 52, 513
48, 53, 421
48, 54, 870
48, 55, 560
48, 56, 485
48, 57, 477
48, 58, 585
48, 59, 635
48, 60, 621
48, 61, 605
48, 62, 570
48, 63, 552
48, 64, 528
48, 65, 507
48, 66, 866
48, 67, 469
48, 68, 568
48, 69, 473
48, 70, 500
48, 71, 471
48, 72, 477
48, 73, 466
48, 74, 511
48, 75, 492
48, 76, 452
48, 77, 312
48, 78, 333
48, 79, 378
48, 80, 413
48, 81, 450
48, 82, 799
48, 83, 538
48, 84, 506
48, 85, 443
48, 86, 496
48, 87, 608
48, 88, 629
48, 89, 542
48, 90, 377
48, 91, 475
48, 92, 528
48, 93, 556
48, 94, 476
48, 95, 502
48, 96, 643
48, 97, 346
48, 98, 364
48, 99, 366
48, 100, 371
48, 101, 383
48, 102, 436
48, 103, 446
48, 104, 613
48, 105, 632
48, 106, 352
48, 107, 327
48, 108, 330
48, 109, 315
48, 110, 430
48, 111, 716
48, 112, 428
48, 113, 410
48, 114, 420
48, 115, 544
48, 116, 763
48, 117, 495
48, 118, 601
48, 119, 414
48, 120, 553
48, 121, 515
48, 122, 479
48, 123, 462
48, 124, 533
48, 125, 511
48, 126, 515
48, 127, 276
48, 128, 307
48, 129, 288
48, 130, 775
48, 131, 638
48, 132, 535
48, 133, 424
48, 134, 385
48, 135, 712
48, 136, 586
48, 137, 722
48, 138, 517
48, 139, 483
48, 140, 466
48, 141, 451
48, 142, 442
48, 143, 460
48, 144, 481
48, 145, 515
48, 146, 462
48, 147, 402
48, 148, 372
48, 149, 254
48, 150, 575
48, 151, 625
48, 152, 391
48, 153, 515
48, 154, 385
48, 155, 1073
48, 156, 675
48, 157, 638
48, 158, 573
48, 159, 382
48, 160, 377
48, 161, 363
48, 162, 554
48, 163, 580
48, 164, 548
48, 165, 384
48, 166, 387
48, 167, 274
48, 168, 444
48, 169, 808
48, 170, 394
48, 171, 505
48, 172, 381
48, 173, 639
48, 174, 571
48, 175, 396
48, 176, 379
48, 177, 364
48, 178, 217
48, 179, 422
48, 180, 396
48, 181, 427
48, 182, 375
48, 183, 355
48, 184, 320
48, 185, 770
48, 186, 503
48, 187, 386
48, 188, 584
48, 189, 556
48, 190, 523
48, 191, 523
49, 1, 632
49, 2, 686
49, 3, 690
49, 4, 387
49, 5, 419
49, 6, 298
49, 7, 387
49, 8, 538
49, 9, 571
49, 10, 641
49, 11, 669
49, 12, 528
49, 13, 618
49, 14, 635
49, 15, 518
49, 16, 531
49, 17, 519
49, 18, 516
49, 19, 679
49, 20, 685
49, 21, 686
49, 22, 617
49, 23, 628
49, 24, 620
49, 25, 291
49, 26, 485
49, 27, 497
49, 28, 393
49, 29, 364
49, 30, 135
49, 31, 442
49, 32, 694
49, 33, 602
49, 34, 664
49, 35, 694
49, 36, 650
49, 37, 641
49, 38, 615
49, 39, 422
49, 40, 533
49, 41, 655
49, 42, 488
49, 43, 374
49, 44, 398
49, 45, 415
49, 46, 557
49, 47, 582
49, 48, 560
49, 50, 958
49, 51, 556
49, 52, 508
49, 53, 391
49, 54, 765
49, 55, 659
49, 56, 557
49, 57, 502
49, 58, 627
49, 59, 656
49, 60, 647
49, 61, 623
49, 62, 592
49, 63, 579
49, 64, 553
49, 65, 529
49, 66, 764
49, 67, 544
49, 68, 628
49, 69, 605
49, 70, 547
49, 71, 606
49, 72, 527
49, 73, 398
49, 74, 541
49, 75, 517
49, 76, 477
49, 77, 295
49, 78, 317
49, 79, 370
49, 80, 395
49, 81, 489
49, 82, 639
49, 83, 476
49, 84, 471
49, 85, 410
49, 86, 474
49, 87, 492
49, 88, 541
49, 89, 354
49, 90, 350
49, 91, 554
49, 92, 569
49, 93, 584
49, 94, 505
49, 95, 529
49, 96, 610
49, 97, 347
49, 98, 388
49, 99, 386
49, 100, 391
49, 101, 332
49, 102, 377
49, 103, 383
49, 104, 638
49, 105, 659
49, 106, 380
49, 107, 351
49, 108, 351
49, 109, 338
49, 110, 398
49, 111, 634
49, 112, 467
49, 113, 446
49, 114, 447
49, 115, 449
49, 116, 664
49, 117, 468
49, 118, 620
49, 119, 435
49, 120, 592
49, 121, 562
49, 122, 405
49, 123, 392
49, 124, 448
49, 125, 391
49, 126, 430
49, 127, 260
49, 128, 288
49, 129, 268
49, 130, 708
49, 131, 598
49, 132, 509
49, 133, 414
49, 134, 387
49, 135, 656
49, 136, 639
49, 137, 666
49, 138, 486
49, 139, 471
49, 140, 450
49, 141, 441
49, 142, 438
49, 143, 449
49, 144, 461
49, 145, 470
49, 146, 426
49, 147, 383
49, 148, 365
49, 149, 267
49, 150, 543
49, 151, 533
49, 152, 488
49, 153, 595
49, 154, 373
49, 155, 976
49, 156, 634
49, 157, 609
49, 158, 457
49, 159, 435
49, 160, 422
49, 161, 409
49, 162, 415
49, 163, 447
49, 164, 435
49, 165, 388
49, 166, 280
49, 167, 261
49, 168, 494
49, 169, 693
49, 170, 434
49, 171, 497
